Image_File,Algorithm,Run_Index,Time_Enc_s,Time_Dec_s,NPCR_percent,UACI_percent,Entropy,Corr_Hor,Corr_Ver,Corr_Diag
cameraman.tif,DES-CBC (C),1,0.00411000,0.00070900,50.016785,16.841544,7.997240,0.005839,-0.002707,-0.007513
cameraman.tif,AES-CBC (C),1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cameraman.tif,Blowfish-CBC (C),1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cameraman.tif,ChaCha20 (C),1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cameraman.tif,DES-CBC (MATLAB*),1,0.99657400,0.01808500,49.644961,16.631491,7.990395,0.009898,0.058606,0.012946
cameraman.tif,AES-CBC (MATLAB*),1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cameraman.tif,Blowfish-CBC (MATLAB*),1,0.24129500,0.01233900,50.030518,16.643174,7.997148,0.009460,-0.037571,0.001456
cameraman.tif,ChaCha20 (MATLAB*),1,0.01969400,0.00968200,0.001526,0.000006,7.997100,-0.039527,-0.019424,-0.010121
cameraman.tif,Chaos Circular Shifts (MATLAB),1,1.12839200,0.03011100,99.612427,33.533002,7.997179,0.004199,0.024775,-0.005224
cameraman.tif,3D-Logistic-Chirikov (MATLAB),1,0.49794700,0.49232300,0.001526,0.000048,7.997401,0.022126,0.013108,0.007192
cameraman.tif,Chaos Bit Shuffling (MATLAB - Orig),1,1.22112800,1.63552400,99.574280,33.386440,7.997478,0.004618,-0.021353,-0.007184
cameraman.tif,Chaos Bit Shuffling (MATLAB* - Opt),1,0.28874600,0.22889200,99.597168,33.527826,7.996615,0.015772,0.014597,0.007837
cameraman.tif,Hyperchaotic and 2D Sensing (MATLAB*),1,0.02937500,0.00459400,99.740601,33.387894,7.996667,-0.018144,0.011273,-0.005795
cameraman.tif,Hu & Tian - Two-Stage Logistic (MATLAB*),1,0.06017600,0.01911700,0.001526,0.000006,7.997528,0.001794,0.015680,-0.000797
cameraman.tif,Hyperchaotic Adaptive (MATLAB*),1,0.31716800,0.36321300,99.638367,33.412446,7.984898,0.043729,0.015195,0.011941
